source,target
Something must be wrong with the machinery.,这个机器一定有什么地方不对劲
I found the book very interesting.,我觉得这本书非常有趣
What was it we were talking about?,我们那个时候讨论的是什么
Which way is Central Park?,中央公园在哪个方向
He thought that I was very tired.,他认为我非常的累
My father is shaving in the bathroom.,我爸爸正在浴室里刮胡子
Tom took out his wallet and paid the bill.,汤姆拿出钱包付了账
Tom is as tall as his father.,汤姆跟他爸爸一样高
"""While reading a book, I fell asleep.""",我看书的时候睡着了
I like red wine better than white.,我喜欢红葡萄酒胜过白葡萄酒
He took us back in his car.,他开车送我们回来的
He has a great deal of experience.,他有丰富的经验
God knows that we did everything we could.,上帝知道我们做了我们所能做的事
All the desk drawers were empty.,所有的办公桌抽屉都是空的
Would you like some wine?,你要酒吗
I hate the taste of ginger.,我讨厌姜味
The things he says are entirely inconsequential.,他说的话根本毫无意义
They've announced their engagement.,他们已经宣布订婚了
I applied for membership in the association.,我申请成为协会会员
"""Tomorrow, he will land on the moon.""",明天他会在月球降落
He is hard to deal with.,他很难对付
Tom didn't let his children go to Mary's party.,汤姆没有让他的孩子们去玛莉的派对
Well done!,做得好
I thought that I was dreaming.,我还以为我在做梦呢
They demanded that the mayor should resign.,他们要求市长辞职
"""I'd be unhappy, but I wouldn't kill myself.""",我会不高兴
Harvard was founded in 1636.,哈佛始建于
Could you give me a discount?,能给我打个折么
It's none of your business.,这不关你的事
The only thing I want to do is go fishing.,我唯一想做的是去钓鱼
Tom said that he wanted to cry.,汤姆说他想哭
She kept working.,她不停地工作
Tom didn't understand what the teacher said.,汤姆没明白老师说了什么
Why did you paint the bench red?,为什么你把长凳漆成红色了
Let's go to the club.,让我们去俱乐部吧
She must be sick.,她一定是生病了
"""While I was reading in bed last night, I fell asleep with the light on.""",我昨晚在床上看书的时候点着灯就睡了
She poured brandy into the glasses.,她把白兰地倒进玻璃杯里
It's all Greek to me.,我对此一窍不通
I'm so happy.,我好高兴
Come here quickly.,快来这里
They gave him up for lost.,他们为失败放弃了他
Don't drop this cup.,不要掉了这个杯子
"""It's a beautiful day, isn't it?""",今天的天气真好
My aunt made me a new skirt.,我姑姑做了一条新裙子给我
They consider it impolite to disagree with someone they don't know very well.,他们认为
I went to school in Boston.,我曾经在波士顿上学
He always keeps his room clean.,他总是把他的房间保持干净
Tom told me he didn't win.,汤姆告诉我他没赢
Fantastic!,很棒
How much was it?,多少钱
Those men are speaking French.,那些人在说法语
It is expensive to live in Japan.,生活在日本很昂贵
"""Because of the storm, we had no choice but to stay at home.""",因为暴风雨的关系
He is a tennis player.,他是个网球球手
"""I'm not sure, but I think I know where to go.""",我不确定
I think Tom might not want to do that.,我认为汤姆可能不想那样做
I often catch colds.,我常常感冒
I thought that we were going to do this together.,我认为我们要一起做
He doesn't have to go to school.,他不必上学
Tom hugged Mary.,汤姆拥抱了玛丽
What's your home phone number?,你家的电话号码几号
Money isn't the only thing that matters.,不只是钱关系重大
Tom and Mary both know who you are.,汤姆和玛丽都知道你是谁
"""As the train came to a halt, all of the passengers wondered what was happening.""",当列车停止时
I quit.,我退出
The summer is over.,夏天过去了
He set fire to his own house.,他放火烧了自己的房子
Mastering a foreign language is difficult.,掌握一门外语很难
Tom frowned.,汤姆皱著眉头
He cut down a tree in his garden.,他在花园里砍了一棵树
"""May I have a glass of milk, please?""",请问能给我一杯牛奶吗
People of all ages like this song.,这首歌老少皆宜
When did you begin to learn English?,您什么时候开始学英语的
I don't need to talk about it.,我不需要谈论它
"""The situation is improving, so cheer up!""",情况正在改善
I didn't understand a single word Tom said.,我不明白汤姆说了什么
"""If her temperature goes up, send for the doctor.""",如果她的体温上升
Please excuse me for being rude.,请原谅我的鲁莽
How's work?,工作怎么样
I will not do it again.,下次我不做了
He is a teacher.,他是老师
Tom is in the hospital waiting room.,汤姆在医院的等候室
I am not going anywhere on Sunday.,我周日哪里也不去
What do you do?,你的职业是什么
Don't bite on the right side.,不要从右边咬
Give me a kiss.,吻我
I'm in absolutely total agreement.,我完全同意
The idea is still in my mind.,这个想法仍然在我心中
This house belongs to my uncle.,这栋房子属于我的叔叔
He left his daughter a great fortune.,他留给他女儿一大笔财产
Do you want a glass of soda?,你想来杯汽水吗
I told you not to talk about the matter in her presence.,我跟你说过她在的时候不要说这件事
Which one of the two brothers did you see?,你见到的是两兄弟中的哪一个
I don't like the taste of tomatoes.,我不喜欢蕃茄的味道
Tom doesn't respect Mary's opinion.,汤姆不尊重玛丽的观点
I have nothing to do with the crime.,这个犯罪和我一点关系都没有
Who's going to clean up tonight?,今晚谁要打扫
We must observe the rules.,我们必须遵守规则
He wishes to erase bad memories.,他希望抹去不好的记忆
I like this color as well.,我也喜欢这颜色
I am unable to finish my homework.,我无法完成我的作业
Tom's new girlfriend is a vegetarian.,汤姆新的女朋友是素食主义者
You never get my jokes.,你从来不明白我的玩笑
She made elaborate preparations for the party.,她精心筹备了这个派对
"""Compared to our house, yours is a mansion.""",跟我们的房子比
He turned pale with fright.,他吓得脸色发白
Mt. Fuji is Japan's tallest mountain.,富士山是日本最高的山
Hot and humid weather makes us lazy.,炎热潮湿的天气使我们变得懒散
I want to talk to your uncle.,我想和你的舅舅谈一谈
Can you eat this?,这个能吃吗
She knows how to play the guitar.,她知道如何弹吉他
It is sometimes difficult to make yourself understood in public.,有时很难在公众场合表达你自己的意思
Will you all be here tomorrow?,明天你一整天都会在这里吗
Buy Tom a beer.,给汤姆买一瓶啤酒
Bring me a glass of water.,给我一杯水
I don't want to take such a risk.,我不想承担这样一个风险
Children often hate spinach.,小孩一般都讨厌菠菜
Will you help me move this desk?,你能帮我搬这张桌子吗
Their apples aren't as good as our apples.,他们的苹果没有我们的好
My camera doesn't need to be fixed.,我的照相机不需要修理
I'll do it tomorrow.,我明天再做
They live in peace.,他们过着和平的生活
She is not as young as she looks.,她没她看上去那么年轻
I know everyone here.,我认识这里的每个人
Did you call?,你打过电话了吗
I'm afraid not.,恐怕不行
The streets in Tokyo are full on Saturdays.,周六
Did he look like a doctor?,他看起来像个医生吗
You're dumb.,你很愚蠢
I built an amplifier yesterday.,昨天我组装了一个扬声器
Why is Tom excited?,汤姆为什么兴奋
The car is in the garage.,车在车库里
Even children can read this book.,即使是小孩也能读这本书
This shirt costs ten dollars.,这衬衫要十元
"""Could you repeat that, please?""",能不能请你重复一下
Tom loves dogs.,汤姆喜欢狗
I don't think that we've been introduced.,我们之前没有见过吧
"""Be it ever so humble, there's no place like home.""",金窝银窝不如自己的狗窝
I've invited my friends.,我邀请了我的朋友
She called me many times.,她打了很多次电话给我
Modern technology has made our lives more comfortable.,现代科学技术让我们的生活更加舒适
I want a dozen cream puffs.,我要一打奶油泡芙
Who wrote these poems?,这是谁写的诗
It's already October.,已经是十月了
My eyesight is getting worse.,我的视力正慢慢下降
They kissed each other.,他们亲吻了
I'm watching TV.,我在看电视
He interrupted our conversation.,他打断了我们的谈论
"""For here, or to go?""",内用还是外带
What'll you be doing at this time tomorrow?,你明天这个时候会是在做什么
